HBWv8.1_Binomial,UniqueID_Plastic.study,Source,Common.name_Plastic.study,Sci.name_Plastic.study,Site,lat,lon,MarineRegion,Age.Class,Date_Text,Date_FirstYR,Date_LastYR,Date_MedianYR,Study.Duration,n,n_plastic,FO,Plastic,Sampling_method,Added_by,Comments
Larus michahellis,1093,Nicastro et al. 2018,Yellow-legged Gull,NA,"Olhao, Portugal",37.026042000000004,-7.842351,North Atlantic Ocean,Adult,2016,2016,2016,2016,1,25,2,0.08,Yes,NA,SA-G,NA
Larus michahellis,1091,Nicastro et al. 2018,Yellow-legged Gull,NA,"Olhao, Portugal",37.026042000000004,-7.842351,North Atlantic Ocean,Adult,2015,2015,2015,2015,1,8,2,0.25,Yes,NA,SA-G,NA
Larus michahellis,1088,Nicastro et al. 2018,Yellow-legged Gull,NA,"Olhao, Portugal",37.026042000000004,-7.842351,North Atlantic Ocean,Adult,2014,2014,2014,2014,1,3,2,0.6667,Yes,NA,SA-G,NA
Larus michahellis,1090,Nicastro et al. 2018,Yellow-legged Gull,NA,"Olhao, Portugal",37.026042000000004,-7.842351,North Atlantic Ocean,Mixed,2014,2014,2014,2014,1,3,0,0,No,NA,SA-G,NA
Larus michahellis,1095,Nicastro et al. 2018,Yellow-legged Gull,NA,"Olhao, Portugal",37.026042000000004,-7.842351,North Atlantic Ocean,Mixed,2016,2016,2016,2016,1,16,5,0.3125,Yes,NA,SA-G,NA
Larus michahellis,1089,Nicastro et al. 2018,Yellow-legged Gull,NA,"Olhao, Portugal",37.026042000000004,-7.842351,North Atlantic Ocean,Subadult,2014,2014,2014,2014,1,1,0,0,No,NA,SA-G,NA
Larus michahellis,1092,Nicastro et al. 2018,Yellow-legged Gull,NA,"Olhao, Portugal",37.026042000000004,-7.842351,North Atlantic Ocean,Subadult,2015,2015,2015,2015,1,10,1,0.1,Yes,NA,SA-G,NA
Larus michahellis,1094,Nicastro et al. 2018,Yellow-legged Gull,NA,"Olhao, Portugal",37.026042000000004,-7.842351,North Atlantic Ocean,Subadult,2016,2016,2016,2016,1,10,2,0.2,Yes,NA,SA-G,NA
Sterna vittata,21,Ainley et al. 1990a,Antarctic Tern,NA,Drake Passage,-63.339181,-64.569945,Southern Ocean,Subadult/Adult,1976-1988,1986,1987,1987,2,12,0,0,No,NA,SA-G,NA
Rissa tridactyla,91,Baltz and Morejohn 1976,Black-legged Kittiwake,NA,"Monterey Bay, CA",36.800740999999995,-121.947311,North Pacific Ocean,Mixed,1974-1975,1974,1975,1975,2,8,NA,NA,Yes,NA,SA-G,NA
Rissa tridactyla,92,Baltz and Morejohn 1976,Black-legged Kittiwake,NA,"Monterey Bay, CA",36.800740999999995,-121.947311,North Pacific Ocean,Mixed,1974-1975,1974,1975,1975,2,NA,NA,0.013,Yes,NA,SA-G,NA
Rissa tridactyla,94,Day et al. 1984,Black-legged Kittiwake,NA,Canadian Arctic,75,-90,Arctic Ocean,Mixed,1978-1979,1978,1979,1979,2,50,6,0.12,Yes,NA,SA-G,NA
Rissa tridactyla,99,Robards 1993,Black-legged Kittiwake,NA,North Pacific,33,-130,North Pacific Ocean,Subadult/Adult,1990-1991,1990,1991,1991,2,5,0,0,No,NA,SA-G,NA
Larus argentatus,375,Seif et al. 2017,Herring Gull,NA,"Robin Hood Bay Waste Management Facility, St. John's, Newfoundland, Canada",47.61026,-52.68319,North Atlantic Ocean,Adult,2014-2015,2014,2015,2015,2,27,16,0.592222222,Yes,NA,SA-G,NA
Larus argentatus,376,Seif et al. 2017,Herring Gull,NA,"Robin Hood Bay Waste Management Facility, St. John's, Newfoundland, Canada",47.61026,-52.68319,North Atlantic Ocean,Subadult,2014-2015,2014,2015,2015,2,4,3,0.75,Yes,NA,SA-G,NA
Larus glaucescens,306,Baltz and Morejohn 1976,Glaucous-winged Gull,NA,"Monterey Bay, CA",36.800740999999995,-121.947311,North Pacific Ocean,Mixed,1974-1975,1974,1975,1975,2,8,1,0.13,Yes,NA,SA-G,NA
Larus marinus,312,Seif et al. 2017,Great Black-backed Gull,NA,"Robin Hood Bay Waste Management Facility, St. John's, Newfoundland, Canada",47.61026,-52.68319,North Atlantic Ocean,Adult,2014-2015,2014,2015,2015,2,7,4,0.572857143,Yes,NA,SA-G,NA
Larus marinus,313,Seif et al. 2017,Great Black-backed Gull,NA,"Robin Hood Bay Waste Management Facility, St. John's, Newfoundland, Canada",47.61026,-52.68319,North Atlantic Ocean,Subadult,2014-2015,2014,2015,2015,2,1,1,1,Yes,NA,SA-G,NA
Larus heermanni,370,Baltz and Morejohn 1976,Heermann's Gull,NA,"Monterey Bay, CA",36.800740999999995,-121.947311,North Pacific Ocean,Mixed,1974-1975,1974,1975,1975,2,NA,NA,0.07,Yes,NA,SA-G,NA
Larus heermanni,371,Baltz and Morejohn 1976,Heermann's Gull,NA,"Monterey Bay, CA",36.800740999999995,-121.947311,North Pacific Ocean,Mixed,1974-1975,1974,1975,1975,2,15,2,0.11,Yes,NA,SA-G,NA
Larus glaucoides,384,Seif et al. 2017,Iceland Gull,NA,"Robin Hood Bay Waste Management Facility, St. John's, Newfoundland, Canada",47.61026,-52.68319,North Atlantic Ocean,Subadult,2014-2015,2014,2015,2015,2,2,2,1,Yes,NA,SA-G,NA
Larus dominicanus,393,Ainley et al. 1990a,Kelp Gull,NA,Drake Passage,-63.339181,-64.569945,Southern Ocean,Subadult/Adult,1976-1988,1986,1987,1987,2,15,0,0,No,NA,SA-G,NA
Larus canus,532,Baltz and Morejohn 1976,Mew Gull,NA,"Monterey Bay, CA",36.800740999999995,-121.947311,North Pacific Ocean,Mixed,1974-1975,1974,1975,1975,2,NA,NA,0.25,Yes,NA,SA-G,NA
Larus canus,533,Baltz and Morejohn 1976,Mew Gull,NA,"Monterey Bay, CA",36.800740999999995,-121.947311,North Pacific Ocean,Mixed,1974-1975,1974,1975,1975,2,4,1,0.25,Yes,NA,SA-G,NA
Larus schistisagus,778,Robards 1993,Slaty-backed Gull,NA,North Pacific,33,-130,North Pacific Ocean,Subadult/Adult,1990-1991,1990,1991,1991,2,1,0,0,No,NA,SA-G,NA
Anous minutus,63,Day et al. 1984/Harrison et al. 1983,Black Noddy,NA,Hawaii,19.896766,-155.582782,North Pacific Ocean,Mixed,1978-1981,1979,1981,1980,3,494,0,0,No,NA,SA-G,NA
Larus ridibundus,89,Hong et al. 2013,Black-headed Gull,NA,Korea,35.907757,127.766922,North Pacific Ocean,Adult,2010-2012,2010,2012,2011,3,1,1,1,Yes,NA,SA-G,NA
Larus ridibundus,88,Acampora et al. 2016,Black-headed Gull,NA,Ireland,52.430796,-6.276479,North Atlantic Ocean,Subadult/Adult,2014-2016,2014,2016,2015,3,9,2,0.22,Yes,NA,SA-G,NA
Rissa tridactyla,90,Acampora et al. 2016,Black-legged Kittiwake,NA,Ireland,52.430796,-6.276479,North Atlantic Ocean,Subadult/Adult,2014-2016,2014,2016,2015,3,4,2,0.5,Yes,NA,SA-G,NA
Rissa tridactyla,100,Robards et al. 1995,Black-legged Kittiwake,NA,Alaska,52.999639,-166.912109,North Pacific Ocean,Subadult/Adult,1988-1990,1988,1990,1989,3,256,20,0.078,Yes,NA,SA-G,NA
Larus crassirostris,101,Hong et al. 2013,Black-tailed Gull,NA,Korea,35.907757,127.766922,North Pacific Ocean,Adult,2010-2012,2010,2012,2011,3,19,19,1,Yes,NA,SA-G,NA
Larus argentatus,374,Acampora et al. 2016,Herring Gull,NA,Ireland,52.430796,-6.276479,North Atlantic Ocean,Subadult/Adult,2014-2016,2014,2016,2015,3,13,4,0.32,Yes,NA,SA-G,NA
Larus glaucescens,309,Robards et al. 1995,Glaucous-winged Gull,NA,Alaska,52.999639,-166.912109,North Pacific Ocean,Subadult/Adult,1988-1990,1988,1990,1989,3,21,0,0,No,NA,SA-G,NA
Larus marinus,311,Acampora et al. 2016,Great Black-backed Gull,NA,Ireland,52.430796,-6.276479,North Atlantic Ocean,Subadult/Adult,2014-2016,2014,2016,2015,3,4,1,0.25,Yes,NA,SA-G,NA
Larus glaucoides,383,Acampora et al. 2016,Iceland Gull,NA,Ireland,52.430796,-6.276479,North Atlantic Ocean,Subadult/Adult,2014-2016,2014,2016,2015,3,1,0,0,No,NA,SA-G,NA
Larus dominicanus,394,Lenzi et al. 2016,Kelp Gull,NA,"Isla de las Gaviotas, Uruguay",-34.902778,-56.104444,South Pacific Ocean,Mixed,2011-2013,2011,2013,2012,3,NA,NA,0.177,Yes,NA,SA-G,NA
Larus fuscus,455,Acampora et al. 2016,Lesser Black-backed Gull,NA,Ireland,52.430796,-6.276479,North Atlantic Ocean,Subadult/Adult,2014-2016,2014,2016,2015,3,2,2,1,Yes,NA,SA-G,NA
Larus canus,535,Robards et al. 1995,Mew Gull,NA,Alaska,52.999639,-166.912109,North Pacific Ocean,Subadult/Adult,1988-1990,1988,1990,1989,3,4,1,0.25,Yes,NA,SA-G,NA
Rissa brevirostris,660,Robards et al. 1995,Red-legged Kittiwake,NA,Alaska,52.999639,-166.912109,North Pacific Ocean,Subadult/Adult,1988-1990,1988,1990,1989,3,15,4,0.267,Yes,NA,SA-G,NA
Xema sabini,683,Acampora et al. 2016,Sabine's Gull,NA,Ireland,52.430796,-6.276479,North Atlantic Ocean,Subadult/Adult,2014-2016,2014,2016,2015,3,1,0,0,No,NA,SA-G,NA
Anous ceruleus,110,Harrison et al. 1983,Blue-grey Noddy,NA,Hawaii,19.896766,-155.582782,North Pacific Ocean,Mixed,1979-1982,1979,1982,1981,4,111,0,0,No,NA,SA-G,NA
Anous stolidus,131,Day et al. 1984/Harrison et al. 1983,Brown Noddy,NA,Hawaii,19.896766,-155.582782,North Pacific Ocean,Mixed,1979-1982,1979,1982,1981,4,354,0,0,No,NA,SA-G,NA
Gygis alba,1025,Day et al. 1984/Harrison et al. 1983,Common White Tern,NA,Hawaii,19.896766,-155.582782,North Pacific Ocean,Mixed,1979-1982,1979,1982,1981,4,241,0,0,No,NA,SA-G,NA
Larus glaucescens,308,Lindborg et al. 2012,Glaucous-winged Gull,NA,"Protection Island, Washington, USA",48.127326000000004,-122.929747,North Pacific Ocean,Mixed,2007-2010,2007,2010,2009,4,589,72,0.122,Yes,NA,SA-G,NA
Onychoprion lunatus,358,Day et al. 1984/Harrison et al. 1983,Grey-backed Tern,NA,Hawaii,19.896766,-155.582782,North Pacific Ocean,Mixed,1978-1981,1979,1982,1981,4,272,0,0,No,NA,SA-G,NA
Onychoprion fuscatus,883,Day et al. 1984/Harrison et al. 1983,Sooty Tern,NA,Hawaii,19.896766,-155.582782,North Pacific Ocean,Mixed,1979-1982,1979,1982,1981,4,356,0,0,No,NA,SA-G,NA
Gygis alba,1024,Ainley et al. 1990b,Common White Tern,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,2,0,0,No,NA,SA-G,NA
Onychoprion lunatus,357,Ainley et al. 1990b,Grey-backed Tern,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Adult,1984-1988,1984,1988,1986,5,5,0,0,No,NA,SA-G,NA
Onychoprion fuscatus,882,Ainley et al. 1990b,Sooty Tern,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Adult,1984-1988,1984,1988,1986,5,35,0,0,No,NA,SA-G,NA
Sterna paradisaea,25,Ainley et al. 1990a,Arctic Tern,NA,Scotia Sea,-57.534867,-43.486725,South Pacific Ocean,Subadult/Adult,1976-1988,1983,1988,1986,6,10,0,0,No,NA,SA-G,NA
Sterna vittata,23,Ryan 1987,Antarctic Tern,NA,South Africa,-30.559482,22.937506,Indian Ocean,Adult,1979-1985,1979,1985,1982,7,4,0,0,No,NA,SA-G,NA
Sterna paradisaea,28,Ryan 1987,Arctic Tern,NA,"Dronning-Maud Land, ANT",-74.57667,-11.224145,Southern Ocean,Subadult/Adult,1979-1985,1979,1985,1982,7,21,0,0,No,NA,SA-G,NA
Sterna hirundo,214,Ryan 1987,Common Tern,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,13,0,0,No,NA,SA-G,NA
Thalasseus bergii,318,Ryan 1987,Great Crested Tern,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,12,0,0,No,NA,SA-G,NA
Larus hartlaubii,369,Ryan 1987,Hartlaub's Gull,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,13,0,0,No,NA,SA-G,NA
Larus dominicanus,395,Ryan 1987,Kelp Gull,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,52,6,0.115384615,Yes,NA,SA-G,NA
Xema sabini,685,Ryan 1987,Sabine's Gull,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,4,0,0,No,NA,SA-G,NA
Larus audouinii,53,Codina-Garcia et al. 2013,Audouin's Gull,NA,"Catalan coast, Spain",43.31109899999999,-4.252477,North Atlantic Ocean,Adult,2003-2010,2003,2010,2007,8,15,2,0.13,Yes,NA,SA-G,NA
Chlidonias niger,66,Spear et al. 1995,Black Tern,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,2,0,0,No,NA,SA-G,NA
Rissa tridactyla,93,Codina-Garcia et al. 2013,Black-legged Kittiwake,NA,"Catalan coast, Spain",43.31109899999999,-4.252477,North Atlantic Ocean,Adult,2003-2010,2003,2010,2007,8,4,2,0.5,Yes,NA,SA-G,NA
Anous ceruleus,111,Spear et al. 1995,Blue-grey Noddy,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,3,0,0,No,NA,SA-G,NA
Gygis alba,1027,Spear et al. 1995,Common White Tern,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,8,1,0.125,Yes,NA,SA-G,NA
Onychoprion lunatus,361,Spear et al. 1995,Grey-backed Tern,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,5,0,0,No,NA,SA-G,NA
Anous tenuirostris,464,Spear et al. 1995,Lesser Noddy,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,3,0,0,No,NA,SA-G,NA
Larus melanocephalus,531,Codina-Garcia et al. 2013,Mediterranean Gull,NA,"Catalan coast, Spain",43.31109899999999,-4.252477,North Atlantic Ocean,Adult,2003-2010,2003,2010,2007,8,4,1,0.23,Yes,NA,SA-G,NA
Onychoprion fuscatus,886,Spear et al. 1995,Sooty Tern,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,64,1,0.015625,Yes,NA,SA-G,NA
Larus michahellis,1087,Codina-Garcia et al. 2013,Yellow-legged Gull,NA,"Catalan coast, Spain",43.31109899999999,-4.252477,North Atlantic Ocean,Adult,2003-2010,2003,2010,2007,8,12,4,0.33,Yes,NA,SA-G,NA
Onychoprion aleuticus,7,Day et al. 1984/Day 1980,Aleutian Tern,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,8,0,0,No,NA,SA-G,NA
Sterna paradisaea,27,Day et al. 1984/Day 1980,Arctic Tern,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,21,0,0,No,NA,SA-G,NA
Rissa tridactyla,96,Day et al. 1984/Day 1980,Black-legged Kittiwake,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,188,9,0.05,Yes,NA,SA-G,NA
Larus philadelphia,112,Day et al. 1984/Day 1980,Bonaparte's Gull,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,4,0,0,No,NA,SA-G,NA
Larus hyperboreus,304,Day et al. 1984/Day 1980,Glaucous Gull,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,33,1,0.03,Yes,NA,SA-G,NA
Larus glaucescens,307,Day et al. 1984/Day 1980,Glaucous-winged Gull,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,63,0,0,No,NA,SA-G,NA
Larus heermanni,372,Day et al. 1984/Day 1980,Heermann's Gull,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,5,0,0,No,NA,SA-G,NA
Pagophila eburnea,390,Day et al. 1984/Day 1980,Ivory Gull,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,1,0,0,No,NA,SA-G,NA
Larus canus,534,Day et al. 1984/Day 1980,Mew Gull,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,10,0,0,No,NA,SA-G,NA
Rissa brevirostris,659,Day et al. 1984/Day 1980,Red-legged Kittiwake,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,46,6,0.13,Yes,NA,SA-G,NA
Xema sabini,684,Day et al. 1984/Day 1980,Sabine's Gull,NA,Alaska,64.200841,-149.493673,North Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,1,0,0,No,NA,SA-G,NA
Rissa tridactyla,95,Day et al. 1984/Bourne 1976,Black-legged Kittiwake,NA,Scotland,56.490671,-4.202646,North Atlantic Ocean,Mixed,NA,NA,NA,#NUM!,NA,NA,NA,NA,Yes,NA,SA-G,NA
Fregetta tropica,1191,Roman et al. 2019,Black-bellied Storm-petrel,NA,"New Zealand, Snares Islands",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,1,0,0,No,NA,SA-G,NA
Garrodia nereis,355,Furness 1985a,Grey-backed Storm-petrel,NA,Gough Island,-40.318641,-9.935332,South Pacific Ocean,Mixed,1983,1983,1983,1983,1,11,3,0.272727273,Yes,NA,SA-G,NA
Fregetta grallaria,1029,Furness 1985a,White-bellied Storm-petrel,NA,Gough Island,-40.318641,-9.935332,South Pacific Ocean,Mixed,1983,1983,1983,1983,1,13,5,0.384615385,Yes,NA,SA-G,NA
Fregetta grallaria,1031,"Ryan, 2008",White-bellied Storm-petrel,NA,Inaccessible island,-37.300789,-12.677882,South Pacific Ocean,Mixed,2004,2004,2004,2004,1,95,NA,NA,Yes,NA,SA-G,NA
Pelagodroma marina,1532,Roman et al. 2019,White-faced Storm-petrel,NA,"New Zealand, North Island, Karioitahi Beach",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,1,1,1,Yes,NA,SA-G,NA
Pelagodroma marina,1061,Furness 1985a,White-faced Storm-petrel,NA,Gough Island,-40.318641,-9.935332,South Pacific Ocean,Mixed,1983,1983,1983,1983,1,19,16,0.842105263,Yes,NA,SA-G,NA
Pelagodroma marina,1064,"Ryan, 2008",White-faced Storm-petrel,NA,Inaccessible island,-37.300789,-12.677882,South Pacific Ocean,Mixed,2005,2005,2005,2005,1,50,NA,NA,Yes,NA,SA-G,NA
Pelagodroma marina,1531,Roman et al. 2019,White-faced Storm-petrel,NA,"New Zealand, North Island, Ahipara Bay",NA,NA,South Pacific Ocean,Mixed,2016,2016,2016,2016,1,1,1,1,Yes,NA,SA-G,NA
Pelagodroma marina,1533,Roman et al. 2019,White-faced Storm-petrel,NA,"New Zealand, North Island, Karioitahi Beach",NA,NA,South Pacific Ocean,Mixed,2016,2016,2016,2016,1,2,2,1,Yes,NA,SA-G,NA
Pelagodroma marina,1534,Roman et al. 2019,White-faced Storm-petrel,NA,"New Zealand, North Island, Karioitahi Beach",NA,NA,South Pacific Ocean,Subadult,2016,2016,2016,2016,1,1,1,1,Yes,NA,SA-G,NA
Oceanites oceanicus,1075,Ainley et al. 1990a,Wilson's Storm-petrel,NA,Ross Sea,-74.672912,-168.184274,Southern Ocean,Adult,1986,1986,1986,1986,1,27,10,0.37,Yes,NA,SA-G,NA
Oceanites oceanicus,1076,Ainley et al. 1990a,Wilson's Storm-petrel,NA,Weddell Sea,-71.411128,-44.854941,Southern Ocean,Adult,1986,1986,1986,1986,1,15,5,0.33,Yes,NA,SA-G,NA
Oceanites oceanicus,1077,Ainley et al. 1990a,Wilson's Storm-petrel,NA,Scotia Sea,-58.555249,-36.096044,South Pacific Ocean,Adult,1988,1988,1988,1988,1,49,2,0.04,Yes,NA,SA-G,NA
Oceanites oceanicus,1082,Croxall et al. 1988,Wilson's Storm-petrel,NA,Bird Island,-54.007535,38.044174,Indian Ocean,Adult,1988,1988,1988,1988,1,51,5,0.1,Yes,NA,SA-G,NA
Oceanites oceanicus,1080,Ainley et al. 1990a,Wilson's Storm-petrel,NA,Weddell Sea,-69.951182,-50.273438,Southern Ocean,Subadult/Adult,1976-1988,1986,1986,1986,1,15,5,0.33,Yes,NA,SA-G,NA
Pelagodroma marina,1062,Furtado et al. 2016,White-faced Storm-petrel,NA,Selvagens Archipelago,30.150000000000002,-15.866667,North Atlantic Ocean,Mixed,2013-2015,2013,2015,2014,3,263,208,0.79,Yes,NA,SA-G,NA
Oceanites oceanicus,1550,van Franeker and Bell 1988,Wilson's Storm-petrel,NA,"Ardery Island, Antarctica",-60,110,Indian Ocean,Adult,1984-1987,1984,1987,1986,4,4,2,0.5,Yes,NA,SA-G,NA
Oceanites oceanicus,1550,van Franeker and Bell 1988,Wilson's Storm-petrel,NA,"Ardery Island, Antarctica",-60,110,Indian Ocean,Nest-bound,1984-1987,1984,1987,1986,4,16,13,0.81,Yes,NA,SA-G,NA
Nesofregetta fuliginosa,1071,Ainley et al. 1990b,White-throated Storm-petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,8,0,0,No,NA,SA-G,NA
Fregetta grallaria,1028,Ainley et al. 1990b,White-bellied Storm-petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Adult,1984-1988,1984,1988,1986,5,8,0,0,No,NA,SA-G,NA
Pelagodroma marina,1059,Ainley et al. 1990b,White-faced Storm-petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,13,9,0.692307692,Yes,NA,SA-G,NA
Oceanites gracilis,271,Ainley et al. 1990b,Elliot's Storm-petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,2,0,0,No,NA,SA-G,NA
Oceanites oceanicus,1078,Ainley et al. 1990a,Wilson's Storm-petrel,NA,Ross Sea,-70.899816,-89.13946,Southern Ocean,Subadult/Adult,1976-1988,1976,1980,1978,5,27,10,0.37,Yes,NA,SA-G,NA
Oceanites oceanicus,1081,Ainley et al. 1990b,Wilson's Storm-petrel,NA,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean,Subadult/Adult,1984-1988,1984,1988,1986,5,8,0,0,No,NA,SA-G,NA
Fregetta tropica,67,Ainley et al. 1990a,Black-bellied Storm-petrel,NA,Scotia Sea,-57.534867,-43.486725,South Pacific Ocean,Subadult/Adult,1976-1988,1983,1988,1986,6,6,0,0,No,NA,SA-G,NA
Oceanites oceanicus,1079,Ainley et al. 1990a,Wilson's Storm-petrel,NA,Scotia Sea,-57.534867,-43.486725,South Pacific Ocean,Subadult/Adult,1976-1988,1983,1988,1986,6,49,2,0.04,Yes,NA,SA-G,NA
Garrodia nereis,356,Ryan 1987,Grey-backed Storm-petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,12,4,0.333333333,Yes,NA,SA-G,NA
Fregetta grallaria,1030,Ryan 1987,White-bellied Storm-petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,13,5,0.384615385,Yes,NA,SA-G,NA
Pelagodroma marina,1063,Ryan 1987,White-faced Storm-petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,24,21,0.875,Yes,NA,SA-G,NA
Oceanites oceanicus,1083,Ryan 1987,Wilson's Storm-petrel,NA,South Africa,-30.559482,22.937506,Indian Ocean,Mixed,1979-1985,1979,1985,1982,7,4,3,0.75,Yes,NA,SA-G,NA
Nesofregetta fuliginosa,1072,Spear et al. 1995,White-throated Storm-petrel,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,14,0,0,No,NA,SA-G,NA
Fregetta grallaria,1032,Spear et al. 1995,White-bellied Storm-petrel,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,18,1,0.055555556,Yes,NA,SA-G,NA
Pelagodroma marina,1065,Spear et al. 1995,White-faced Storm-petrel,NA,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean,Subadult/Adult,1984-1991,1984,1991,1988,8,15,11,0.733333333,Yes,NA,SA-G,NA
Garrodia nereis,354,Day et al. 1984,Grey-backed Storm-petrel,NA,Chatham Is,-43.912096,-176.543303,South Pacific Ocean,Mixed,1969-1977,1969,1977,1973,9,NA,NA,0,No,NA,SA-G,NA
Pelagodroma marina,1060,Day et al. 1984 (Imber pers comm),White-faced Storm-petrel,NA,Chatham Is,-43.912096,-176.543303,South Pacific Ocean,Mixed,NA,NA,NA,#NUM!,NA,NA,NA,0.3,Yes,NA,SA-G,NA
Pelecanus conspicillatus,1126,Roman et al. 2016,Australian Pelican,NA,New South Wales,-32.967658,151.732219,South Pacific Ocean,Adult,2013,2013,2013,2013,1,2,0,0,No,NA,SA-G,NA
Pelecanus conspicillatus,1127,Roman et al. 2016,Australian Pelican,NA,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean,Adult,2013,2013,2013,2013,1,10,2,0.2,Yes,NA,SA-G,NA
Pelecanus conspicillatus,1128,Roman et al. 2016,Australian Pelican,NA,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean,Subadult,2013,2013,2013,2013,1,5,2,0.4,Yes,NA,SA-G,NA
Phaethon rubricauda,668,Sileo et al. 1990a,Red-tailed Tropicbird,NA,Midway Atoll,28.210076,-177.376111,North Pacific Ocean,Adult,1987,1987,1987,1987,1,39,2,0.05,Yes,NA,SA-G,NA
Phaethon rubricauda,1130,Roman et al. 2016,Red-tailed Tropicbird,NA,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean,Adult,2013,2013,2013,2013,1,3,0,0,No,NA,SA-G,NA
Phaethon rubricauda,667,Sileo et al. 1990a,Red-tailed Tropicbird,NA,Johnston Atoll,16.744884000000003,-169.509879,North Pacific Ocean,Nest-bound,1987,1987,1987,1987,1,50,2,0.04,Yes,NA,SA-G,NA
