,Reference,DOI,CodeCitation,Year,Ecosystem,Habitat,Country,Biological.group,Mean_size,UIS,ML,Size_variance,Variance_type,Min_length,Max_length,Starting_month,Starting_year,Final_month,Final_year,Sampling_frequency,Sampling_method,Organ_content,N.sampling.unit,N.organisms,TotalMiP,TotalMeP,TotalMaP,TotalPD,FO_PD,NF_PD,FW_PD,Dead,Fragments,Fibers_thread,Pellets,Beads_granule,Foam,Film_sheet,Paintchips,Other_types,Type_unit,Average.Size_PD,Min.Size_PD,Max.size_PD,Size.variance_PD,Variance_type.1,Size_unit,Area_PD,Area_unit,Mass_PD,Volume_PD,Blue,White,Transparent,Gray,Black,Yellow,Brown,PinkPurple,Orange,Red,Green,Colored,Other_colors,Color_unit,Polymer1,Polymer1.items,Polymer2,Polymer2.items,Polymer3,Polymer3.items,Polymer4,Polymer4.items,Polymer5,Polymer5.items,Polymer6,Polymer6.items,Polymer7,Polymer7.items,Polymer8,Polymer8.items,Polymer9,Polymer9.items,Polymer10,Polymer10.items,Polymer11,Polymer11.items,Polymer12,Polymer12.items,Other_Polymers,Other_PolymersItems,Polymer_unit,QAQC_protocol,Extraction_method,Polymeric_analysis,Obs,species,kingdom,subkingdom,infrakingdom,class,order,family,genus,phylum,Lat,Lon,common.name,TotalP
4618,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,8,8,NA,NA,NA,8,50,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Puffinus assimilis,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-37.43545186,176.6924157,,8
4619,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,8,8,NA,NA,NA,8,50,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Puffinus assimilis,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-46.46035144,168.050981,,8
4620,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,8,8,NA,NA,NA,8,50,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Puffinus assimilis,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-54.58059995,158.8167188,,8
4621,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,70,70,NA,NA,NA,6,10,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Puffinus gavia,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-25.14301283,153.0661208,,6
4622,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,70,70,NA,NA,NA,6,10,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Puffinus gavia,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-28.14158926,162.0556799,,6
4623,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,70,70,NA,NA,NA,6,10,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Puffinus gavia,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-37.43545186,176.6924157,,6
4624,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,70,70,NA,NA,NA,6,10,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Puffinus gavia,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-46.46035144,168.050981,,6
4625,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,70,70,NA,NA,NA,6,10,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Puffinus gavia,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-54.58059995,158.8167188,,6
4626,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,4,4,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Puffinus huttoni,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-25.14301283,153.0661208,,0
4627,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,4,4,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Puffinus huttoni,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-28.14158926,162.0556799,,0
4628,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,4,4,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Puffinus huttoni,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-37.43545186,176.6924157,,0
4629,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,4,4,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Puffinus huttoni,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-46.46035144,168.050981,,0
4630,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,4,4,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Puffinus huttoni,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-54.58059995,158.8167188,,0
4631,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,28,28,NA,NA,NA,14,14.28571429,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Puffinus pacificus,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-25.14301283,153.0661208,,14
4632,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,28,28,NA,NA,NA,14,14.28571429,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Puffinus pacificus,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-28.14158926,162.0556799,,14
4633,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,28,28,NA,NA,NA,14,14.28571429,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Puffinus pacificus,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-37.43545186,176.6924157,,14
4634,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,28,28,NA,NA,NA,14,14.28571429,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Puffinus pacificus,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-46.46035144,168.050981,,14
4635,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,28,28,NA,NA,NA,14,14.28571429,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Puffinus pacificus,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Puffinus,Chordata,-54.58059995,158.8167188,,14
4636,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,90,90,NA,NA,NA,3,1.111111111,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Thalassarche bulleri,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-25.14301283,153.0661208,Buller's albatross,3
4637,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,90,90,NA,NA,NA,3,1.111111111,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Thalassarche bulleri,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-28.14158926,162.0556799,Buller's albatross,3
4638,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,90,90,NA,NA,NA,3,1.111111111,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Thalassarche bulleri,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-37.43545186,176.6924157,Buller's albatross,3
4639,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,90,90,NA,NA,NA,3,1.111111111,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Thalassarche bulleri,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-46.46035144,168.050981,Buller's albatross,3
4640,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,90,90,NA,NA,NA,3,1.111111111,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Thalassarche bulleri,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-54.58059995,158.8167188,Buller's albatross,3
4641,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,26,26,NA,NA,NA,1,3.846153846,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Thalassarche cauta,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-25.14301283,153.0661208,,1
4642,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,26,26,NA,NA,NA,1,3.846153846,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Thalassarche cauta,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-28.14158926,162.0556799,,1
4643,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,26,26,NA,NA,NA,1,3.846153846,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Thalassarche cauta,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-37.43545186,176.6924157,,1
4644,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,26,26,NA,NA,NA,1,3.846153846,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Thalassarche cauta,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-46.46035144,168.050981,,1
4645,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,26,26,NA,NA,NA,1,3.846153846,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Thalassarche cauta,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-54.58059995,158.8167188,,1
4646,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,4,4,NA,NA,NA,4,25,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Thalassarche chrysostoma,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-25.14301283,153.0661208,Grey-headed albatross,4
4647,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,4,4,NA,NA,NA,4,25,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Thalassarche chrysostoma,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-28.14158926,162.0556799,Grey-headed albatross,4
4648,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,4,4,NA,NA,NA,4,25,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Thalassarche chrysostoma,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-37.43545186,176.6924157,Grey-headed albatross,4
4649,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,4,4,NA,NA,NA,4,25,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Thalassarche chrysostoma,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-46.46035144,168.050981,Grey-headed albatross,4
4650,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,4,4,NA,NA,NA,4,25,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Thalassarche chrysostoma,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-54.58059995,158.8167188,Grey-headed albatross,4
4651,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Thalassarche eremita,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-25.14301283,153.0661208,,0
4652,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Thalassarche eremita,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-28.14158926,162.0556799,,0
4653,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,,,NA,,NA,NA,,NA,,NA,,Necropsy,GIT,1,1,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Thalassarche eremita,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-37.43545186,176.6924157,,0
